0:00 - 01:00,01:00 - 02:00,02:00 - 03:00,03:00 - 04:00,04:00 - 05:00,05:00 - 06:00,06:00 - 07:00,07:00 - 08:00,08:00 - 09:00,09:00 - 10:00,10:00 - 11:00,11:00 - 12:00,12:00 - 13:00,13:00 - 14:00,14:00 - 15:00,15:00 - 16:00,16:00 - 17:00,17:00 - 18:00,18:00 - 19:00,19:00 - 20:00,20:00 - 21:00,21:00 - 22:00,22:00 - 23:00,23:00 - 00:00
129.69,125.22,110.27,105.14,92.41,108.36,86.96,75.13,101.35,116.65,99.02,93.9,116.67,113.93,96.72,78.94,73.56,66.87,53.3,64.03,73.2,82.62,74.73,72.54
78.8,60.18,71.41,80.17,78.53,75.16,56.23,64.49,84.03,108.94,89.88,90.69,113.31,120.93,96.24,77.4,72.53,78.04,90.24,78.78,85.2,104.31,131.78,136.5
119.88,105.1,112.55,121.51,113.64,118.65,113.75,108.35,99.94,110.14,144.55,138.19,76.64,36.64,45.03,76.77,96.22,89.42,120.85,106.27,55.11,60.67,48.84,59.33
59.21,62.08,53.62,51.92,48.86,44.36,37.97,77.5,88.65,75.23,63.68,47.06,58.15,49.84,39.76,45.93,50.96,47.78,48.03,58.45,81.74,89.47,112.43,121.53
99.61,89.44,90.62,87.94,86.97,64.82,43.81,60.01,64.98,75.16,57.96,53.23,82.29,92.83,67.1,59.75,78.83,61.15,52.51,53.82,73.49,91.14,87.87,89.98
82.49,98.79,81.76,55.92,63.77,85.45,92.69,91.19,66.36,57.71,61.7,51.93,69.02,58.45,51.81,42.8,43.34,47.04,52.61,46.54,74.36,96.58,82.12,85.12
98.66,91.89,79.12,79.66,80.11,98.56,95.5,86.5,90.24,89.48,79.64,85.89,95.98,84.23,72.38,60.98,55.54,53.51,51.84,40.23,64.52,98.74,83.37,87
105.72,89.22,95.65,110.93,98.42,97.42,134.59,122.68,117.73,111.24,82.64,59.47,60.64,59.22,46.69,43.23,37.3,48.88,56.71,53.9,91.06,110.4,147.75,141.4
151.57,107.79,111.4,100.48,103.8,96.4,90.05,80.32,102.28,98.31,111.24,108.5,77.37,67.46,73.19,57.73,45.54,35.76,77,82.4,99.42,119.55,110.3,122.46
163.8,136.69,129.99,116.5,94.44,108.39,84.24,85.53,98.82,120.7,124.88,109.33,124.97,101.35,65.72,55.25,42.49,47.83,60.05,75.82,101.74,132.56,173.11,187.44
209.71,169.12,152.64,131.72,140.49,152.61,148.56,135.76,139.53,163.12,149.5,162.78,151.34,134.14,113.06,125.93,129.77,99.19,93.54,68.98,81.35,110.9,166.23,178.91
177.06,149.41,138.65,116.34,96.56,95.36,105.37,110.53,104.61,103.68,92.55,100.31,102.17,113.64,105.69,85.73,83.6,94.17,118.11,125.04,125.61,135.5,122.38,136.57
126.97,126.25,105.98,71.38,59.73,105.34,84.8,67.94,99.73,98.02,96.31,85.61,114.23,121.08,95,78.88,77.7,81.7,86.87,105.28,117.03,130.15,131.85,130.93
113.56,75.29,98.18,102.63,96.8,78.87,67.34,85.36,111.23,107.89,121.93,147.64,143.73,62.01,93.02,124.02,124.02,124.02,124.02,124.02,124.02,124.02,124.02,124.02
124.02,124.02,124.02,124.02,124.02,124.02,124.02,124.02,124.02,124.02,124.02,124.02,124.02,124.02,124.02,124.02,124.02,124.02,124.02,124.02,124.02,124.02,124.02,62.01
124.02,,,,,,,,,,,,,,,,,,,,,,,
