0:00 - 01:00,01:00 - 02:00,02:00 - 03:00,03:00 - 04:00,04:00 - 05:00,05:00 - 06:00,06:00 - 07:00,07:00 - 08:00,08:00 - 09:00,09:00 - 10:00,10:00 - 11:00,11:00 - 12:00,12:00 - 13:00,13:00 - 14:00,14:00 - 15:00,15:00 - 16:00,16:00 - 17:00,17:00 - 18:00,18:00 - 19:00,19:00 - 20:00,20:00 - 21:00,21:00 - 22:00,22:00 - 23:00,23:00 - 00:00
104.38,110.5,93,86.13,118.9,136.59,138.58,96.54,83.67,98.06,74.02,85.02,63.11,54.18,56.55,44.81,47.39,57.9,65.52,63.11,77.33,80.62,77.19,92.06
131.21,114.44,128.57,123.08,149.56,127.67,105.33,93.66,66.69,92.9,108.64,119.83,106.57,74.09,51.48,37.08,54.45,54.14,59.11,66.29,62.41,70.2,104.09,115.85
84.56,117.6,100.09,103.75,97.07,80.88,78.31,60.29,78.73,98.43,106.15,97.65,88.52,63.19,59.86,51.05,50.09,57.33,46.14,49.94,65.35,104.22,149.72,162.34
163.77,168.06,157.45,141.69,133.65,148.4,153.7,150.86,187.94,180.82,154.44,130.97,104.16,96.28,76.65,67.28,60.59,54.54,47.07,76.02,97.45,124.34,125.46,140.19
157.69,186.91,190.74,187.14,201.33,213.56,222.59,212.45,216.23,203.86,171.76,142.94,110.27,96.07,92.36,84.72,78.99,82.25,86.51,99.89,118.39,161.91,186.63,175.51
134.53,129.57,108.04,85.18,112.59,121.72,126.9,138.75,152.52,146.11,131.33,127.96,114.47,118.26,113,86.3,84.63,92.58,91.16,98.47,119.14,127.88,148.24,157.11
165.21,182.03,197.84,206.73,193.97,194.47,187.38,183.33,172.59,144.25,141.73,146.43,134.77,133.7,132.44,124.43,103.33,96.18,91.41,91.23,242.83,390.33,520.1,487.33
223.26,158.86,129.7,85.35,69.98,82.64,91.76,121.65,127.3,157.66,200.68,206.32,183.19,156.85,145.36,108.87,113.69,122.39,102.42,89.97,89.09,67.6,77.72,84.53
71.73,88.95,79.98,63.52,72.27,89.14,69.81,71.48,71.2,98.96,98.7,83.36,76.85,89.99,75.66,59.76,79.94,99.79,87.27,93.58,118.32,115.39,153.26,182.75
191.7,192.39,200.63,217.75,211.35,198.34,196.59,173.17,141.24,141.18,123.88,96.12,44.3,6.57,19.73,33.25,37.47,34.1,62.63,79.19,106.28,130.71,128.85,121.96
96.52,85.4,82.87,91.8,94.43,85.55,94.88,121.09,127.54,137.46,155.79,138.66,95.91,101.78,66.75,83.08,71.73,63.61,83.3,89.68,99.61,120.25,122.29,116.06
99.88,106.22,91.29,105.09,136.06,147.06,163.78,184.89,172.38,132.47,117.67,89.43,104.27,107.56,100.11,86,72.32,60.95,66.34,80.56,83.07,104.42,103.87,105.53
113.55,85.12,92.12,95.97,94.69,83.94,93.15,85.21,104.68,142.77,133.42,95.47,93.25,80.09,58.66,52.25,65.35,78.41,69.38,70.17,79.32,90.2,90.23,91.17
80.12,88.96,83.43,90.24,73.16,71.31,68.39,76.07,74.91,91.79,86.73,69.12,71.41,68.56,51.2,61.62,77.29,90.55,111,113.06,112.49,131.95,124.61,124.31
94.25,95.19,86.69,82.16,71.06,58.26,66.3,81.35,122.07,115.37,98.85,86.49,88.87,87.53,74.57,78.99,76.12,101.47,107.53,115.77,136.12,146.89,163.78,178.57
346.43,607.36,433.97,262.66,184.29,115.56,82.26,56.76,58.65,55.91,66.11,54.35,48.91,56.69,45.47,50.59,47.45,22.66,118.97,113.17,80.84,73.73,55.27,42.79
40.45,38.31,33.15,28.93,28.06,27.47,27.78,25.43,23.49,38.11,36.7,37.08,41.41,33.56,45.16,38.53,34.16,42.04,38.44,31.85,33.81,33.12,30.62,27.97
30.52,41.67,50.23,42.43,42.22,58.61,57.99,45.81,52.31,50.64,45.95,41.28,41.85,38.19,52.03,62.48,58.6,54.95,43.44,41.01,63.09,77.53,96.4,104.17
116.41,132.75,127.31,110.97,98.94,82.93,86.58,96.19,99.15,103.26,93.55,64.82,51.27,44.5,55.88,49.89,40.51,66.36,70.8,74.08,91.46,100.04,129.8,153.41
124.36,129.97,122.82,131.29,130.48,127.45,129.46,128.06,112.9,103.48,112.22,58.37,21.87,27.11,32.45,33.58,32.3,50.68,43.97,56.38,68.53,78.36,114.2,123.7
130.19,130.89,137.34,150.15,141.74,125.46,125.19,123.12,100.87,87.22,79.34,65.88,49.92,58.47,52.94,40.53,47.71,62.73,67.12,72.44,80.69,77.71,112.17,128.07
156.66,148.85,158.79,171.53,179.43,166.91,177.04,182.78,211.66,272.65,218.51,161.08,116.48,91.56,78.01,72.32,73.55,68.69,71.6,82.43,93.47,111.9,121.12,145.55
186.76,161.75,154.36,132.9,108.76,120.4,136.13,159.84,168.86,188.39,162.2,124.22,97.03,74.02,65.94,60.41,73.88,89.74,86.82,89.81,89.14,97.94,130.25,137.65
119.19,118.79,116.15,100.24,97.12,81,68.69,86.55,94.95,89.45,109.81,106.69,88.69,75.6,94.54,91.96,86.9,87.55,94.49,89.47,114.06,121.63,143.53,158.82
149.3,161.63,149.47,127.33,116.95,115.3,95.89,87.4,93.79,96.94,98.97,105.3,106.52,107.51,81.19,76.21,139.78,144.61,140.12,131.09,127.89,107.1,94.68,100.71
103.38,100.23,107.09,113.88,99.34,108.44,119.47,121.62,139.86,152.15,114.53,104.49,88.85,86.8,94.3,99.98,97.36,112.53,120.25,107.01,120.97,None,None,None
137.41,140.39,128.78,126.21,112.53,106.89,90.02,103.63,113.06,110.22,110.7,137.47,109.37,115.67,129.34,131.75,121.58,132.15,131.63,112.64,130.99,145.11,142.21,139.17
128.45,97.14,116.95,113.69,108.82,123.09,130.98,131.63,149.72,146.08,137.64,134.6,122.91,120.48,116.8,99.88,92.17,108.24,117.59,116.05,128.38,148.56,169.35,164.64
123.53,149.11,142.73,133.07,126.42,121.75,118.06,136.94,155.2,165.5,160.6,138.58,119.4,92.16,72.12,85.86,81.23,96.53,79.39,89.05,129.58,143.71,160.37,165.54
133.39,125.79,106.05,101.1,96.46,91.25,92.01,106.84,143.99,157.93,149.14,125.61,107.9,117.28,110.16,100.3,99.96,88.88,91.4,89.86,99.7,118.67,129.62,142.03
140.57,154.3,149.53,139.55,131.41,132.07,138.91,126.63,127.6,97.28,107.03,126.87,131.23,81.39,47.36,72.52,93.12,81.06,86.91,111.43,116.77,120.9,131.98,139.28
149.75,147.98,160.06,161.22,133.02,104.32,84.09,78.12,68.13,86.58,84.78,81.49,94.94,109.44,115.23,119.01,103.13,122.24,142.81,126.9,102.96,99.05,84.95,87.32
89.62,79.4,59.88,64.27,55.48,54.91,59.6,67.04,90.38,108.21,111.59,87.94,66.64,59.07,45.28,57.27,68.56,64.17,98.08,88.73,58.73,47.97,67.33,81.9
86.76,117.62,105.2,101.07,95.98,100.64,87.4,94.6,125.64,147.7,131.94,102.66,85.4,89.63,52.34,71.16,82.76,84.08,90.05,86.83,97.29,128.93,144.1,145.64
166.56,164.92,162.39,153.42,143.85,140.83,175.9,164.45,197.63,195.48,166.44,117.6,97.47,93.31,81.24,64.51,71.81,63.25,78.73,94.82,80.25,106.39,159.18,193.28
193.95,190.04,201.37,195.73,180.29,177.58,180.03,161.11,137.16,139.22,144.19,120.9,114.4,112.3,135.65,109.32,85.07,74.21,75.35,87.49,102.6,133.1,152.24,162.52
205.29,226.87,241.62,227.12,168.89,143.79,126.41,142.09,138.24,137.96,125.68,120.25,152.29,144.24,143.96,170.32,178.76,161.57,153.96,142.16,135.61,143.19,159.65,162.36
210.34,223.58,227.28,226.93,201.37,183.95,172.81,176.11,203.75,204.21,206.15,194.53,182.54,189.72,168.75,119.65,140.01,124.66,119.99,145.46,146.43,166.44,181.27,193.53
238.44,245.72,236.4,206.91,183.49,155.36,149.56,149.47,151.4,174.42,206.66,194.54,207.95,210.9,198.37,183.5,79.58,34.59,34.59,109.48,157.47,209.56,258.01,279
258.47,221.25,207.52,197.69,178.69,149.48,142.2,120.74,110.72,137.07,136.71,133.47,66.73,50.44,92.25,123.05,110.27,97.52,95.79,182.4,219.4,161.5,123.75,245.7
251.78,152.51,123.15,122.81,122.9,115.7,149.41,172.19,133.43,132.31,135.91,106.25,88.88,97.9,96.45,94.23,103.77,113.5,86.04,130.24,150.88,166.82,155.56,166.17
228.17,230.26,203.64,218.68,232.12,278.31,480.24,679.85,732.43,649.93,513.47,402.47,316.6,239.89,195.57,152.81,110.16,98.43,121.63,134.62,158.86,173.25,168.35,179.02
236.04,219.8,167.49,230.41,169.45,233.15,269.38,299.81,299.8,274.88,243.82,214.3,175.66,156.86,151.19,129.58,118.63,95.59,142.32,148.3,117.36,109.11,86.81,74.46
62.77,46.29,48.75,55.1,53.09,76.86,66.69,45.78,53.47,53.79,51.66,46.6,75.73,93.02,69.26,70.94,76.89,71.27,53.89,66.07,101.07,117.46,110.48,124.79
141,113.48,111,118.05,115.63,132.15,123.45,110.57,111.62,101.4,72.15,77.54,88.98,77.11,61.14,64.38,67.89,72.04,56.6,62.49,84.06,97.56,95.68,101.8
118.64,122.68,116.66,126.08,130.69,160.07,210.27,183.87,159.38,125.9,88.11,81.94,68.89,56.54,61.72,53.61,43.64,56.93,71.19,91.96,118.93,133.21,145.84,145.4
165.2,179.81,171.68,183.77,173.16,157.63,168.06,182,190.57,236.2,253.31,227.8,183.01,132.71,95.19,101.07,111.53,105.69,88.2,62.38,48.64,69.19,60.43,47.41
40.08,33.82,35.31,40.21,38.79,34.55,45.69,49.71,68.42,65.06,61.14,58.77,56.66,46.6,45.36,58.37,51.2,48.26,58.47,54.2,67.81,79.68,85.95,104.77
122.79,138.43,131.12,117.39,97.4,102.69,88.22,87.6,95.52,107.47,103.47,86.53,77.66,74.9,71.28,65,54.65,50.88,52.84,43.94,72.08,100.68,127.05,140.45
155.67,158.36,154.16,145.75,162.16,183.57,162.27,136.8,145.97,161.16,150.41,130.2,107.92,88.17,76,68.25,53.33,44.12,60.93,78.41,86.96,104.03,103.9,108.99
